what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1439718084727
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439718088524
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439718091290
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1439718091316
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1439718091316
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1439718091431
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439718098286
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439718100256
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1439718103325
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439718104129
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439718187232
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439718398916
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439718406973
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1439718413538
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439718416541
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439718498137
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1439718501218
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439718504706
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439718578911
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1439718579003
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1439718579003
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1439718585519
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1439718588689
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439718589861
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439718593789
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439718601491
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439718614177
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1439718614252
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1439718615524
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439718619497
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439718625524
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1439718625598
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1439718627879
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439718628331
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439718631959
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1439721326985
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1439721328754
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1439721330911
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1439721331294
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439721364902
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439721432717
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1439721432888
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1439721446163
started,bundle,org.eclipse.cdt.debug.gdbjtag.core,8.1.0.201302132326,"org.eclipse.cdt.debug.gdbjtag.core",1439721446166
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439721446988
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439721451332
error,log,,,"Failed command",1439721469562
error,log,,,"Failed command",1439721469574
error,log,,,"Failed command",1439721469581
error,log,,,"Failed command",1439721469588
error,log,,,"Failed command",1439721469597
error,log,,,"Failed command",1439721469607
error,log,,,"Failed command",1439721469621
error,log,,,"Failed command",1439721471794
error,log,,,"Failed command",1439721471802
error,log,,,"Failed command",1439721471809
error,log,,,"Internal Error",1439721471893
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439721472194
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439721475419
started,bundle,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.ui",1439721480676
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1439721480943
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.VariableView",1439721481309
activated,perspective,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugPerspective",1439721481532
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439721481583
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439721481750
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1439721551773
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.VariableView",1439721554788
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.BreakpointView",1439721558082
activated,perspective,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.CPerspective",1439721558367
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1439721558417
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1439721588564
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439721588974
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439721601386
started,bundle,org.eclipse.cdt.debug.gdbjtag.ui,7.1.0.201302132326,"org.eclipse.cdt.debug.gdbjtag.ui",1439721615004
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439721616694
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439721633939
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439721634130
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439721639532
error,log,,,"Failed command",1439721642234
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439721642333
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439721646088
activated,perspective,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugPerspective",1439721646256
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.MemoryView",1439721646700
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.RegisterView",1439721646962
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.ModuleView",1439721647214
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1439721675859
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepInto",1439721675978
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepInto",1439721678722
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepInto",1439721679991
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepInto",1439721681302
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepInto",1439721682604
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepInto",1439721687351
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1439721690553
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.VariableView",1439721702371
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepInto",1439721705223
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepInto",1439721707821
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1439721714706
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1439721738061
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1439721749882
executed,command,,,"AUTOGEN:::org.eclipse.cdt.debug.ui.CEditor.BreakpointRulerActions/org.eclipse.cdt.debug.ui.CEditor.RulerTobbleBreakpointAction",1439721752182
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1439721756296
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1439721756428
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepInto",1439721771449
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepInto",1439721773519
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepInto",1439721781088
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439721783721
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439721793875
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1439721798294
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439721798357
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439721800580
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1439721802357
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1439721802967
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1439721805977
executed,command,,,"AUTOGEN:::org.eclipse.cdt.debug.ui.CEditor.BreakpointRulerActions/org.eclipse.cdt.debug.ui.CEditor.RulerTobbleBreakpointAction",1439721806340
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1439721813705
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepInto",1439721813805
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439721813875
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439721816975
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1439721913498
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1439721914935
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepReturn",1439721915066
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439721915132
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439721919538
opened,view,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.debug.ui.disassembly.view",1439721933616
activated,view,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.debug.ui.disassembly.view",1439721933878
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.views.showView",1439721933879
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.ModuleView",1439722012757
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1439722030101
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Terminate",1439722030271
error,log,,,"Error logged from Debug Core: ",1439722030412
closed,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.MemoryView",1439722030604
closed,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.RegisterView",1439722030614
closed,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.ModuleView",1439722030648
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1439722139415
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1439722225910
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1439722228246
error,log,,,"Error while launching command: gdb --version",1439722231075
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439722231256
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1439722242039
error,log,,,"Failed command",1439722248219
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.MemoryView",1439722248652
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.RegisterView",1439722248791
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.ModuleView",1439722249046
opened,editor,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui.SourceNotFoundEditor",1439722249957
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepInto",1439722270524
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepInto",1439722271770
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepInto",1439722273028
